n,pos,base_rate,K,TP_in_topK,precision_at_K,recall_at_K,enrichment_at_K,expected_TP_random,method,split,AUPRC,AUROC
1315,19,0.014448669201520912,50,0,0.0,0.0,0.0,0.7224334600760456,kmer13_LR,test_hard,0.010576273703615725,0.27907732293697207
1315,19,0.014448669201520912,100,1,0.01,0.05263157894736842,0.6921052631578948,1.4448669201520912,kmer13_LR,test_hard,0.010576273703615725,0.27907732293697207
1315,19,0.014448669201520912,200,2,0.01,0.10526315789473684,0.6921052631578948,2.8897338403041823,kmer13_LR,test_hard,0.010576273703615725,0.27907732293697207
1315,19,0.014448669201520912,50,1,0.02,0.05263157894736842,1.3842105263157896,0.7224334600760456,esm2_t6_8M_UR50D_mean_LR,test_hard,0.019084955007113824,0.5465399610136452
1315,19,0.014448669201520912,100,3,0.03,0.15789473684210525,2.0763157894736843,1.4448669201520912,esm2_t6_8M_UR50D_mean_LR,test_hard,0.019084955007113824,0.5465399610136452
1315,19,0.014448669201520912,200,4,0.02,0.21052631578947367,1.3842105263157896,2.8897338403041823,esm2_t6_8M_UR50D_mean_LR,test_hard,0.019084955007113824,0.5465399610136452
